Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
QP,Livestock Processed,156,New Zealand,5510,Production,886,"Butter, cow milk",2007,2007,tonnes,419000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,886,"Butter, cow milk",2008,2008,tonnes,418500,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,886,"Butter, cow milk",2009,2009,tonnes,413000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,886,"Butter, cow milk",2010,2010,tonnes,392000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,886,"Butter, cow milk",2011,2011,tonnes,459000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,886,"Butter, cow milk",2012,2012,tonnes,344150,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,886,"Butter, cow milk",2013,2013,tonnes,390000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,886,"Butter, cow milk",2014,2014,tonnes,472000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,901,"Cheese, whole cow milk",1999,1999,tonnes,238535,,Official data
QP,Livestock Processed,156,New Zealand,5510,Production,901,"Cheese, whole cow milk",2000,2000,tonnes,296745,,Official data
QP,Livestock Processed,156,New Zealand,5510,Production,901,"Cheese, whole cow milk",2001,2001,tonnes,280615,,Official data
QP,Livestock Processed,156,New Zealand,5510,Production,901,"Cheese, whole cow milk",2002,2002,tonnes,307000,,Official data
QP,Livestock Processed,156,New Zealand,5510,Production,901,"Cheese, whole cow milk",2003,2003,tonnes,275000,,Official data
QP,Livestock Processed,156,New Zealand,5510,Production,901,"Cheese, whole cow milk",2004,2004,tonnes,305000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,901,"Cheese, whole cow milk",2005,2005,tonnes,297000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,901,"Cheese, whole cow milk",2006,2006,tonnes,292000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,901,"Cheese, whole cow milk",2007,2007,tonnes,308000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,901,"Cheese, whole cow milk",2008,2008,tonnes,288000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,901,"Cheese, whole cow milk",2009,2009,tonnes,308000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,901,"Cheese, whole cow milk",2010,2010,tonnes,268000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,901,"Cheese, whole cow milk",2011,2011,tonnes,270000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,901,"Cheese, whole cow milk",2012,2012,tonnes,321000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,901,"Cheese, whole cow milk",2013,2013,tonnes,311000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,901,"Cheese, whole cow milk",2014,2014,tonnes,325000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,885,Cream fresh,1999,1999,tonnes,9000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,885,Cream fresh,2000,2000,tonnes,9000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,885,Cream fresh,2001,2001,tonnes,8500,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,885,Cream fresh,2002,2002,tonnes,8500,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,885,Cream fresh,2003,2003,tonnes,10500,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,885,Cream fresh,2004,2004,tonnes,11500,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,885,Cream fresh,2005,2005,tonnes,11000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,885,Cream fresh,2006,2006,tonnes,9500,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,885,Cream fresh,2007,2007,tonnes,12000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,885,Cream fresh,2008,2008,tonnes,14000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,885,Cream fresh,2009,2009,tonnes,21000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,885,Cream fresh,2010,2010,tonnes,22000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,885,Cream fresh,2011,2011,tonnes,21500,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,885,Cream fresh,2012,2012,tonnes,30000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,885,Cream fresh,2013,2013,tonnes,31000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,885,Cream fresh,2014,2014,tonnes,31000,Im,FAO data based on imputation methodology
QP,Livestock Processed,156,New Zealand,5510,Production,1043,Lard,1999,1999,tonnes,,M,Data not available
QP,Livestock Processed,156,New Zealand,5510,Production,1043,Lard,2000,2000,tonnes,,M,Data not available
QP,Livestock Processed,156,New Zealand,5510,Production,1043,Lard,2001,2001,tonnes,,M,Data not available
QP,Livestock Processed,156,New Zealand,5510,Production,1043,Lard,2002,2002,tonnes,,M,Data not available
QP,Livestock Processed,156,New Zealand,5510,Production,1043,Lard,2003,2003,tonnes,,M,Data not available
QP,Livestock Processed,156,New Zealand,5510,Production,1043,Lard,2004,2004,tonnes,,M,Data not available
QP,Livestock Processed,156,New Zealand,5510,Production,1043,Lard,2005,2005,tonnes,,M,Data not available
QP,Livestock Processed,156,New Zealand,5510,Production,1043,Lard,2006,2006,tonnes,,M,Data not available
QP,Livestock Processed,156,New Zealand,5510,Production,1043,Lard,2007,2007,tonnes,,M,Data not available
QP,Livestock Processed,156,New Zealand,5510,Production,1043,Lard,2008,2008,tonnes,,M,Data not available
QP,Livestock Processed,156,New Zealand,5510,Production,1043,Lard,2009,2009,tonnes,,M,Data not available
QP,Livestock Processed,156,New Zealand,5510,Production,1043,Lard,2010,2010,tonnes,,M,Data not available
QP,Livestock Processed,156,New Zealand,5510,Production,1043,Lard,2011,2011,tonnes,,M,Data not available
QP,Livestock Processed,156,New Zealand,5510,Production,1043,Lard,2012,2012,tonnes,,M,Data not available
QP,Livestock Processed,156,New Zealand,5510,Production,1043,Lard,2013,2013,tonnes,,M,Data not available
QP,Livestock Processed,156,New Zealand,5510,Production,1043,Lard,2014,2014,tonnes,,M,Data not available
QP,Livestock Processed,156,New Zealand,5510,Production,899,"Milk, dry buttermilk",1999,1999,tonnes,30371,,Official data
QP,Livestock Processed,156,New Zealand,5510,Production,899,"Milk, dry buttermilk",2000,2000,tonnes,31491,,Official data
QP,Livestock Processed,156,New Zealand,5510,Production,899,"Milk, dry buttermilk",2001,2001,tonnes,39656,,Official data
QP,Livestock Processed,156,New Zealand,5510,Production,899,"Milk, dry buttermilk",2002,2002,tonnes,52000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,899,"Milk, dry buttermilk",2003,2003,tonnes,38000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,899,"Milk, dry buttermilk",2004,2004,tonnes,45000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,899,"Milk, dry buttermilk",2005,2005,tonnes,43000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,899,"Milk, dry buttermilk",2006,2006,tonnes,45000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,899,"Milk, dry buttermilk",2007,2007,tonnes,46000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,899,"Milk, dry buttermilk",2008,2008,tonnes,50000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,899,"Milk, dry buttermilk",2009,2009,tonnes,53000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,899,"Milk, dry buttermilk",2010,2010,tonnes,42000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,899,"Milk, dry buttermilk",2011,2011,tonnes,25000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,899,"Milk, dry buttermilk",2012,2012,tonnes,45000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,899,"Milk, dry buttermilk",2013,2013,tonnes,41000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,899,"Milk, dry buttermilk",2014,2014,tonnes,41000,Im,FAO data based on imputation methodology
QP,Livestock Processed,156,New Zealand,5510,Production,888,"Milk, skimmed cow",1999,1999,tonnes,5089769,Im,FAO data based on imputation methodology
QP,Livestock Processed,156,New Zealand,5510,Production,888,"Milk, skimmed cow",2000,2000,tonnes,5189609,Im,FAO data based on imputation methodology
QP,Livestock Processed,156,New Zealand,5510,Production,888,"Milk, skimmed cow",2001,2001,tonnes,5661316,Im,FAO data based on imputation methodology
QP,Livestock Processed,156,New Zealand,5510,Production,888,"Milk, skimmed cow",2002,2002,tonnes,5934107,Im,FAO data based on imputation methodology
QP,Livestock Processed,156,New Zealand,5510,Production,888,"Milk, skimmed cow",2003,2003,tonnes,6097685,Im,FAO data based on imputation methodology
QP,Livestock Processed,156,New Zealand,5510,Production,888,"Milk, skimmed cow",2004,2004,tonnes,6439320,Im,FAO data based on imputation methodology
QP,Livestock Processed,156,New Zealand,5510,Production,888,"Milk, skimmed cow",2005,2005,tonnes,6445272,Im,FAO data based on imputation methodology
QP,Livestock Processed,156,New Zealand,5510,Production,888,"Milk, skimmed cow",2006,2006,tonnes,6814482,Im,FAO data based on imputation methodology
QP,Livestock Processed,156,New Zealand,5510,Production,888,"Milk, skimmed cow",2007,2007,tonnes,6772632,Im,FAO data based on imputation methodology
QP,Livestock Processed,156,New Zealand,5510,Production,888,"Milk, skimmed cow",2008,2008,tonnes,6782955,Im,FAO data based on imputation methodology
QP,Livestock Processed,156,New Zealand,5510,Production,888,"Milk, skimmed cow",2009,2009,tonnes,6724830,Im,FAO data based on imputation methodology
QP,Livestock Processed,156,New Zealand,5510,Production,888,"Milk, skimmed cow",2010,2010,tonnes,6258900,Im,FAO data based on imputation methodology
QP,Livestock Processed,156,New Zealand,5510,Production,888,"Milk, skimmed cow",2011,2011,tonnes,7296269,Im,FAO data based on imputation methodology
QP,Livestock Processed,156,New Zealand,5510,Production,888,"Milk, skimmed cow",2012,2012,tonnes,5588091,Im,FAO data based on imputation methodology
QP,Livestock Processed,156,New Zealand,5510,Production,888,"Milk, skimmed cow",2013,2013,tonnes,6307074,Im,FAO data based on imputation methodology
QP,Livestock Processed,156,New Zealand,5510,Production,888,"Milk, skimmed cow",2014,2014,tonnes,6307074,Im,FAO data based on imputation methodology
QP,Livestock Processed,156,New Zealand,5510,Production,898,"Milk, skimmed dried",1999,1999,tonnes,172611,,Official data
QP,Livestock Processed,156,New Zealand,5510,Production,898,"Milk, skimmed dried",2000,2000,tonnes,186904,,Official data
QP,Livestock Processed,156,New Zealand,5510,Production,898,"Milk, skimmed dried",2001,2001,tonnes,251421,,Official data
QP,Livestock Processed,156,New Zealand,5510,Production,898,"Milk, skimmed dried",2002,2002,tonnes,367000,,Official data
QP,Livestock Processed,156,New Zealand,5510,Production,898,"Milk, skimmed dried",2003,2003,tonnes,289000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,898,"Milk, skimmed dried",2004,2004,tonnes,294000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,898,"Milk, skimmed dried",2005,2005,tonnes,225000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,898,"Milk, skimmed dried",2006,2006,tonnes,260000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,898,"Milk, skimmed dried",2007,2007,tonnes,270000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,898,"Milk, skimmed dried",2008,2008,tonnes,320000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,898,"Milk, skimmed dried",2009,2009,tonnes,415000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,898,"Milk, skimmed dried",2010,2010,tonnes,360000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,898,"Milk, skimmed dried",2011,2011,tonnes,366000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,898,"Milk, skimmed dried",2012,2012,tonnes,350000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,898,"Milk, skimmed dried",2013,2013,tonnes,360000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,898,"Milk, skimmed dried",2014,2014,tonnes,360000,Im,FAO data based on imputation methodology
QP,Livestock Processed,156,New Zealand,5510,Production,889,"Milk, whole condensed",1999,1999,tonnes,5440,Im,FAO data based on imputation methodology
QP,Livestock Processed,156,New Zealand,5510,Production,889,"Milk, whole condensed",2000,2000,tonnes,1100,,Official data
QP,Livestock Processed,156,New Zealand,5510,Production,889,"Milk, whole condensed",2001,2001,tonnes,1100,,Official data
QP,Livestock Processed,156,New Zealand,5510,Production,889,"Milk, whole condensed",2002,2002,tonnes,1100,,Official data
QP,Livestock Processed,156,New Zealand,5510,Production,889,"Milk, whole condensed",2003,2003,tonnes,1100,,Official data
QP,Livestock Processed,156,New Zealand,5510,Production,889,"Milk, whole condensed",2004,2004,tonnes,1100,Im,FAO data based on imputation methodology
QP,Livestock Processed,156,New Zealand,5510,Production,889,"Milk, whole condensed",2005,2005,tonnes,1100,Im,FAO data based on imputation methodology
QP,Livestock Processed,156,New Zealand,5510,Production,889,"Milk, whole condensed",2006,2006,tonnes,600,Im,FAO data based on imputation methodology
QP,Livestock Processed,156,New Zealand,5510,Production,889,"Milk, whole condensed",2007,2007,tonnes,600,Im,FAO data based on imputation methodology
QP,Livestock Processed,156,New Zealand,5510,Production,889,"Milk, whole condensed",2008,2008,tonnes,700,Im,FAO data based on imputation methodology
QP,Livestock Processed,156,New Zealand,5510,Production,889,"Milk, whole condensed",2009,2009,tonnes,800,Im,FAO data based on imputation methodology
QP,Livestock Processed,156,New Zealand,5510,Production,889,"Milk, whole condensed",2010,2010,tonnes,600,Im,FAO data based on imputation methodology
QP,Livestock Processed,156,New Zealand,5510,Production,889,"Milk, whole condensed",2011,2011,tonnes,800,Im,FAO data based on imputation methodology
QP,Livestock Processed,156,New Zealand,5510,Production,889,"Milk, whole condensed",2012,2012,tonnes,800,Im,FAO data based on imputation methodology
QP,Livestock Processed,156,New Zealand,5510,Production,889,"Milk, whole condensed",2013,2013,tonnes,800,Im,FAO data based on imputation methodology
QP,Livestock Processed,156,New Zealand,5510,Production,889,"Milk, whole condensed",2014,2014,tonnes,800,Im,FAO data based on imputation methodology
QP,Livestock Processed,156,New Zealand,5510,Production,897,"Milk, whole dried",1999,1999,tonnes,382013,,Official data
QP,Livestock Processed,156,New Zealand,5510,Production,897,"Milk, whole dried",2000,2000,tonnes,448717,,Official data
QP,Livestock Processed,156,New Zealand,5510,Production,897,"Milk, whole dried",2001,2001,tonnes,515695,,Official data
QP,Livestock Processed,156,New Zealand,5510,Production,897,"Milk, whole dried",2002,2002,tonnes,540000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,897,"Milk, whole dried",2003,2003,tonnes,619000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,897,"Milk, whole dried",2004,2004,tonnes,628000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,897,"Milk, whole dried",2005,2005,tonnes,585000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,897,"Milk, whole dried",2006,2006,tonnes,611000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,897,"Milk, whole dried",2007,2007,tonnes,653000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,897,"Milk, whole dried",2008,2008,tonnes,677000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,897,"Milk, whole dried",2009,2009,tonnes,768000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,897,"Milk, whole dried",2010,2010,tonnes,947050,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,897,"Milk, whole dried",2011,2011,tonnes,844000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,897,"Milk, whole dried",2012,2012,tonnes,1250000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,897,"Milk, whole dried",2013,2013,tonnes,1205000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,897,"Milk, whole dried",2014,2014,tonnes,1205000,Im,FAO data based on imputation methodology
QP,Livestock Processed,156,New Zealand,5510,Production,894,"Milk, whole evaporated",1999,1999,tonnes,900,,Official data
QP,Livestock Processed,156,New Zealand,5510,Production,894,"Milk, whole evaporated",2000,2000,tonnes,900,,Official data
QP,Livestock Processed,156,New Zealand,5510,Production,894,"Milk, whole evaporated",2001,2001,tonnes,900,,Official data
QP,Livestock Processed,156,New Zealand,5510,Production,894,"Milk, whole evaporated",2002,2002,tonnes,900,,Official data
QP,Livestock Processed,156,New Zealand,5510,Production,894,"Milk, whole evaporated",2003,2003,tonnes,900,,Official data
QP,Livestock Processed,156,New Zealand,5510,Production,894,"Milk, whole evaporated",2004,2004,tonnes,900,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,894,"Milk, whole evaporated",2005,2005,tonnes,900,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,894,"Milk, whole evaporated",2006,2006,tonnes,900,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,894,"Milk, whole evaporated",2007,2007,tonnes,900,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,894,"Milk, whole evaporated",2008,2008,tonnes,900,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,894,"Milk, whole evaporated",2009,2009,tonnes,900,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,894,"Milk, whole evaporated",2010,2010,tonnes,900,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,894,"Milk, whole evaporated",2011,2011,tonnes,900,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,894,"Milk, whole evaporated",2012,2012,tonnes,900,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,894,"Milk, whole evaporated",2013,2013,tonnes,900,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,894,"Milk, whole evaporated",2014,2014,tonnes,900,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,1225,Tallow,1999,1999,tonnes,167000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,1225,Tallow,2000,2000,tonnes,170000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,1225,Tallow,2001,2001,tonnes,173000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,1225,Tallow,2002,2002,tonnes,162300,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,1225,Tallow,2003,2003,tonnes,174200,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,1225,Tallow,2004,2004,tonnes,191500,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,1225,Tallow,2005,2005,tonnes,168000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,1225,Tallow,2006,2006,tonnes,187000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,1225,Tallow,2007,2007,tonnes,184000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,1225,Tallow,2008,2008,tonnes,188600,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,1225,Tallow,2009,2009,tonnes,168300,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,1225,Tallow,2010,2010,tonnes,169200,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,1225,Tallow,2011,2011,tonnes,167300,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,1225,Tallow,2012,2012,tonnes,165900,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,1225,Tallow,2013,2013,tonnes,170700,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,1225,Tallow,2014,2014,tonnes,166500,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,900,"Whey, dry",1999,1999,tonnes,22017,,Official data
QP,Livestock Processed,156,New Zealand,5510,Production,900,"Whey, dry",2000,2000,tonnes,23387,,Official data
QP,Livestock Processed,156,New Zealand,5510,Production,900,"Whey, dry",2001,2001,tonnes,15510,,Official data
QP,Livestock Processed,156,New Zealand,5510,Production,900,"Whey, dry",2002,2002,tonnes,22600,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,900,"Whey, dry",2003,2003,tonnes,23000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,900,"Whey, dry",2004,2004,tonnes,23000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,900,"Whey, dry",2005,2005,tonnes,22000,*,Unofficial figure
QP,Livestock Processed,156,New Zealand,5510,Production,900,"Whey, dry",2006,2006,tonnes,22000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,900,"Whey, dry",2007,2007,tonnes,22000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,900,"Whey, dry",2008,2008,tonnes,25000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,900,"Whey, dry",2009,2009,tonnes,21000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,900,"Whey, dry",2010,2010,tonnes,21000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,900,"Whey, dry",2011,2011,tonnes,21000,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,900,"Whey, dry",2012,2012,tonnes,24500,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,900,"Whey, dry",2013,2013,tonnes,24500,F,FAO estimate
QP,Livestock Processed,156,New Zealand,5510,Production,900,"Whey, dry",2014,2014,tonnes,24500,F,FAO estimate
