Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,18/09/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Least developed countries: UN classification,LDC,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.410910506,9.293733948,7.94067943,9.032713773,9.057292158,7.697098195,8.670959036,8.834750899,8.203034015,8.243156846,6.76472154,6.233394822,6.505144322,6.049619451,7.740787532,6.900358289,6.70845477,7.337029491,7.285117417,7.796107681,8.333799181,
Low income,LIC,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.85147533,16.32269603,14.85065219,15.90100602,16.85479759,16.14818056,17.54522491,18.40738724,19.1323296,19.68020425,14.73658987,14.4426944,14.10955916,13.7878321,14.34292391,12.39799269,12.59796765,12.7026994,11.27328417,9.474725442,12.98552556,
Liechtenstein,LIE,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.948647802,5.801586751,6.365653459,6.445908309,7.445371221,6.083162304,5.621854921,9.954000452,10.8345342,11.09304982,9.243226068,8.615918008,7.966096294,7.940274894,8.399336074,9.405396932,10.41582678,12.93702749,16.61877249,19.58765882,23.5362489,
Lower middle income,LMC,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.962205487,9.231667028,9.205135431,8.940191061,10.18016395,8.843814407,9.137908829,9.023607912,8.129750877,8.478947837,7.816867229,7.6639797,8.012890096,7.221425353,7.918957867,7.441253851,6.075429763,6.531215932,6.426882151,6.770147104,7.2224313,
Low & middle income,LMY,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.100795299,8.448464512,8.836130651,8.765241017,8.797807952,8.001580918,8.805983236,9.123500288,7.80464621,7.592585358,6.756755053,6.306303963,6.27378052,5.742565691,6.659723631,5.875921297,5.202099173,5.354808588,5.512384481,6.35846697,7.115499423,
Lesotho,LSO,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.57470281,14.68560383,11.91734531,10.00000695,10.68435694,6.709229039,4.249947131,3.198540856,3.572824574,3.720393846,4.041432414,3.830986682,3.553995362,3.21755726,3.867576606,2.489758334,1.966005304,2.170197875,1.932036024,1.766875827,3.489713123,
Late-demographic dividend,LTE,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.570870096,9.183386687,9.595511444,9.727563151,9.597816216,8.474723483,8.861834554,9.269055459,6.872703514,6.581102458,5.615926548,5.323817488,5.330360097,4.886536047,5.475584009,4.835206274,4.403914872,4.542284541,4.689579318,5.61853205,6.251871563,
Lithuania,LTU,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.196177121,8.193455804,8.617412789,11.28981676,16.17949106,9.683463347,8.051339127,8.82116342,8.64596715,7.763581243,6.565140265,6.167172651,5.747249338,4.527375879,4.974530992,3.951206019,4.047298915,3.767202881,3.518920098,3.522703285,4.172897228,
Luxembourg,LUX,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.603302302,5.826587619,6.150468115,8.105878196,8.110904022,7.906191579,6.877260555,5.706778404,5.247470929,5.385952757,6.044466749,5.496237541,5.561921925,5.586882824,5.129072249,4.920659544,4.307914435,
Latvia,LVA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.772350659,9.60124492,9.076106435,7.919520548,5.777945619,7.341511659,6.004096564,6.922243384,6.947209379,6.379468223,6.132717966,7.188087025,7.250359747,5.541923555,6.350445047,4.978339399,4.708575591,4.324775181,6.531458864,6.669273093,7.115792024,
"Macao SAR, China",MAC,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.40627975,68.23151285,73.67118734,69.98044896,72.60208602,76.98402419,82.04721604,89.57678282,91.89207569,93.48629058,93.15541106,93.44891132,92.08381866,90.63680501,
St. Martin (French part),MAF,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.41563458,22.70740119,20.97153846,23.3573596,24.68938535,25.7601314,31.06519256,30.00201058,30.825748,31.31397949,32.70229729,35.53941895,34.68547498,29.07972222,33.25164489,30.2305823,28.5792243,26.25652921,25.14533159,24.41420852,23.32369632,
Monaco,MCO,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.035946714,5.382768681,7.382724425,8.657188848,8.889856492,10.17239533,9.127820969,9.535034631,8.432423201,9.538327897,10.35864947,11.34601566,13.11982583,13.6296186,14.0443685,11.36927415,9.231433662,10.30029609,10.41790297,10.89862921,11.51366288,
Madagascar,MDG,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.15144162,13.06367002,17.18927758,20.243242,18.77123895,18.46767863,14.68003815,10.03985408,14.6642939,26.08063187,14.29155877,15.13574578,12.91968093,13.64837616,13.64208462,14.64324033,18.09309988,19.87348734,18.13790748,,,
Maldives,MDV,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.38788127,72.09312101,71.1748439,70.97185892,72.30599771,70.21688966,70.43409261,68.03415808,68.84512488,68.39663451,170.4792793,158.9211321,83.98556839,79.14706939,86.029783,85.33274297,80.2167123,81.49892745,82.85772873,84.7686361,84.81361581,
Middle East & North Africa,MEA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.46347928,11.89074144,13.60383149,13.45464393,10.64079196,,,10.50801343,10.16568261,7.007158316,6.47638146,6.886174375,5.952245316,8.555486403,8.11078005,5.47937948,5.555806115,5.476008589,6.224231704,9.23507114,
Mexico,MEX,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.84376256,9.991922875,9.705972368,6.429549892,5.493065381,5.077383399,5.35920235,5.492346556,5.66894009,5.74702912,5.556742984,5.00662063,4.85430357,4.757090701,5.123379316,4.02044828,3.407679821,3.436644581,3.569515567,3.965749886,4.636631339,
Marshall Islands,MHL,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.08485309,12.94465737,11.90077605,9.072404798,10.02127228,6.731838915,6.189411303,3.504619121,3.812576352,6.086094543,,
Middle income,MIC,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.012215202,8.373097477,8.778665712,8.698510964,8.723784276,7.939820419,8.731487226,9.051981183,7.726203838,7.513952744,6.695523788,6.246230507,6.209422583,5.672614644,6.580913243,5.809724334,5.126488544,5.280574933,5.458598211,6.329382536,7.072228611,
"Macedonia, FYR",MKD,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.356187371,3.032489465,2.975605203,7.360665917,7.747339915,4.81980542,5.582984235,6.617731205,6.172087938,5.541254889,6.12783003,6.063458462,6.154363088,7.744543761,5.517905191,5.047775138,5.470621204,5.75787481,5.501283134,5.5207701,
Mali,MLI,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.911204947,5.145731653,3.890278475,4.37771468,5.288186368,7.307918318,10.38378981,10.05235546,11.80456403,11.66246023,10.83499963,9.411871726,11.74419876,11.20933903,9.210456897,8.537489785,7.78388865,4.30352395,5.396958535,6.613567334,,
Malta,MLT,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.15011811,27.4463052,28.50968171,27.20072675,25.99811737,20.43348525,22.34221332,21.10083727,21.48988684,15.19557518,13.79208932,11.51181786,11.4773457,8.028532569,7.099309274,7.958352802,8.356883452,8.273603025,8.748205825,9.056700863,9.229400711,
Myanmar,MMR,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.05855472,15.74379037,12.23095103,11.58875873,12.41494899,9.242836362,5.342487705,5.614265298,2.682614589,3.321597312,2.193971905,1.300899954,1.690680066,1.277531499,1.199493248,1.181209181,3.949157799,5.819110928,7.934433219,12.8246691,16.39941384,
Middle East & North Africa (excluding high income),MNA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.68872885,13.73159084,14.58353829,16.88615746,16.20866008,13.6680214,19.51128131,24.09591773,24.55261902,22.91351003,12.97891363,11.95980831,12.10143768,10.48021854,14.96988696,14.68070264,11.39340666,11.86998339,11.1086869,12.1045964,15.71803821,
Montenegro,MNE,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.72608672,47.30474464,55.13696287,51.08799599,48.10862631,50.54874669,50.41791216,52.07379815,55.47370849,
Mongolia,MNG,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.492228999,4.174493843,4.02446877,8.700481303,8.186798696,7.010773095,7.695922102,20.1839489,18.43824836,16.93806804,13.71118968,12.85913006,13.82466651,8.981075385,11.06309635,8.494875008,4.303580371,4.827576062,5.26816409,4.227020701,5.431147658,
Northern Mariana Islands,MNP,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.611648419,5.221892944,6.339588968,6.638491253,7.865585353,5.236314502,4.90777474,4.819641644,4.781771861,4.847849296,4.884073869,
Mauritania,MRT,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.181313672,3.713870925,4.579873329,5.094079119,,,,,,,,,,,,,,1.794608188,1.761981536,1.894557339,1.896329593,
Mauritius,MUS,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.21972499,25.4390571,26.70653194,25.9835632,27.35434499,27.91361952,28.76976834,28.10154264,30.20619078,33.51939308,31.65216171,32.54883204,37.42907113,36.99414797,33.27350666,31.97768961,31.0334939,29.35418381,28.21718673,27.35531239,30.49907317,
Malawi,MWI,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.684537782,5.674748382,5.526217348,4.377685068,8.439232186,6.629810106,8.482600515,9.536705303,10.65451637,13.105563,7.885783861,5.72856092,4.901735036,4.197056202,3.413818135,3.680608562,2.244014781,2.532741966,2.364941474,2.192319244,2.508328295,
Malaysia,MYS,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.050229953,6.222281749,5.280618109,3.881317199,4.588006534,5.230374203,7.450942082,7.468982371,5.734173108,6.381494285,6.438690954,6.726341703,8.728680616,8.067439671,9.246603715,8.176145864,7.73562175,8.120662953,8.797577782,9.056706581,8.371373927,
North America,NAC,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.16419668,10.34830655,9.923591254,9.791453611,9.855365372,9.543018954,9.258112043,9.137946947,8.430279592,8.47650075,8.036317149,7.489571243,7.546079895,7.707205161,8.19467758,8.040155267,7.779780815,8.014995164,8.41514697,8.705718593,9.545978033,
Namibia,NAM,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.03526653,16.82865949,19.32193207,17.94007572,19.50375111,13.01165828,18.50033951,18.76761693,22.84536696,18.49907514,14.62223878,14.91014165,15.39442444,13.09837651,13.44660962,11.89396502,12.52805271,10.94299469,9.430145527,9.237536484,9.559204189,
New Caledonia,NCL,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.36955649,16.31897379,16.20077884,10.1974022,6.823237662,5.377383879,8.482764229,9.692047215,6.647920582,7.227289991,8.470732977,8.828053045,8.335724741,,
Niger,NER,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.178328542,6.950293077,9.210764071,7.310934212,7.821903799,7.204911701,9.143198919,6.121214974,6.624367376,6.093642072,7.768647245,6.51620183,5.888982159,8.24440229,6.291161143,8.306740841,4.030849009,3.360131212,3.399245734,,,
Nigeria,NGA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38081419,0.344221127,0.518952969,0.821928383,0.7144979,0.887174471,0.855184095,1.411444708,0.211303064,0.128599615,0.243885124,0.352844808,0.499302225,1.089477475,1.35480943,0.889974696,0.671625243,0.648571994,0.619598225,0.716305655,0.938517606,
Nicaragua,NIC,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.312680587,8.517518212,10.26110765,12.37885547,15.21776865,13.52768456,14.50676983,14.92702344,15.79934828,15.67219003,14.59822979,10.93387608,10.38950456,10.26427962,11.81422659,8.829337094,8.858401853,8.420336813,8.400314256,8.327095808,10.34637877,
Netherlands,NLD,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.513029699,4.878942904,5.094219565,4.966357844,5.145480299,4.566259178,4.501250446,4.515839958,4.53472237,4.023118949,1.964743373,1.858236907,1.908205614,1.911947021,2.192073644,1.93406572,1.864628873,1.804445763,2.940667862,2.562765699,3.121762115,
Norway,NOR,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.869972069,4.268121224,3.948797358,4.509997549,4.40086068,3.22747416,3.059018152,3.265324305,3.309017054,3.256579188,3.184997872,2.791109201,3.064178997,2.660560185,3.251463029,3.106611683,3.191304408,3.287633799,3.51827615,3.8834327,4.429794353,
Nepal,NPL,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.54824825,20.67688938,15.70966894,23.68254438,18.06855483,17.08166288,16.84595454,14.29726986,21.57523594,21.07093932,12.46856028,12.71796036,16.29225618,20.64042157,28.47235039,24.05296789,22.28265523,19.64540242,21.02763012,21.19617932,22.68615527,
Nauru,NRU,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.857481514,8.171753528,7.942127711,7.909364261,8.042657259,7.618883399,7.549900176,7.371091288,7.105714239,6.897567828,6.564212965,6.132824828,6.028125592,5.921316563,6.527415228,5.970588753,5.745694829,5.851471366,6.127192077,6.306698751,6.614593633,
Oman,OMN,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.536070011,2.422468394,5.720959361,4.574983988,3.203113052,4.606123358,4.57697659,4.429985229,4.25726787,3.193978537,3.27113244,3.431343063,2.79429464,3.730555309,2.791061755,3.065947384,3.142707126,3.179279375,3.478287109,5.737164868,
Other small states,OSS,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.02461867,19.69936511,19.88195298,22.34458685,22.06590665,19.23978533,18.56554679,18.67136761,18.40482707,17.03117815,15.38299479,16.30137147,16.44540014,14.07730019,14.99520349,15.55949733,8.504188065,8.580706558,9.345623632,10.59910289,15.10793134,
Pakistan,PAK,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.698283422,5.606507826,6.194932576,6.073184052,5.500279486,5.511653496,5.09024926,4.622470801,4.196277496,4.773192255,4.333943994,4.474196689,4.155654789,3.870841103,4.257607673,3.557171372,3.585403875,3.231975521,3.122191525,3.173202614,3.17772088,
Panama,PAN,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.888112164,5.826106893,5.620189726,6.009160305,7.118338867,8.042414773,8.34483624,9.379128137,10.59093184,10.22534254,10.48845134,11.45166993,12.28295689,11.58982111,12.22022125,12.74929468,13.35309935,14.90187572,18.0736858,20.37684765,21.22912606,
Peru,PER,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.23968443,10.85742263,11.21340294,13.13195119,12.21775395,10.4936515,9.354403376,9.389052004,9.633885093,8.444842303,7.419488917,6.794161838,6.490107672,6.984062627,8.026156909,6.372641677,5.634620244,5.958336637,8.172645014,8.652217112,10.35226802,
Philippines,PHL,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.258257138,4.631233204,5.814443206,3.870391908,11.24729632,8.499326317,8.234716023,7.461913918,6.234593262,7.33984399,8.477273945,9.691696084,11.92762109,6.898713175,6.745784468,6.307517084,7.091283665,7.427028991,8.252323646,8.044152548,8.881550848,
Palau,PLW,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.17296244,74.84924825,77.54377075,78.33499304,82.13265033,79.44461096,81.92752184,82.80660183,84.03469664,82.73808094,87.12994666,
Papua New Guinea,PNG,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.835629265,0.472657994,0.312868835,0.717248753,0.275872938,0.299557996,0.238316994,0.166384213,0.201134856,0.250951869,0.259487297,0.086816464,0.088228082,0.05992638,0.045878639,0.039636005,0.069485561,0.035236443,0.058094234,0.031223821,0.017479294,
Poland,POL,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.39466906,23.49345915,22.83458609,19.21398388,16.91174557,13.23513531,9.959934651,8.754997446,6.557127222,7.388081759,6.76203966,6.236710468,7.043420816,6.298078097,6.003703366,5.229183816,5.169269273,5.348137284,5.121676904,4.983227299,4.808592278,
Pre-demographic dividend,PRE,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.639481756,5.826784835,6.204271747,8.264846065,7.345665123,4.282918739,5.363651243,5.580765763,4.759494951,4.217362501,3.124726472,3.022507508,3.401310488,2.931799964,4.139795106,3.553198136,3.115040257,3.294834629,3.74328339,4.106293318,6.288121151,
Puerto Rico,PRI,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.51865225,16.96220137,16.99279751,18.80269502,17.88701861,17.96322279,18.58214372,18.07846136,17.18980635,17.05003852,17.02063699,16.72609848,17.19402605,16.96788816,18.58015916,18.11124047,17.38055593,17.63554383,17.7884441,18.87722172,19.20225126,
Paraguay,PRY,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.886782425,3.071174752,2.992247058,2.512594319,2.489699092,2.285749024,2.626747621,2.214555527,2.22018519,1.978782769,1.879014631,1.778043568,1.550968138,1.262566085,2.708318422,2.191304315,1.962399553,2.357826578,2.080335072,2.265658413,2.986284711,
West Bank and Gaza,PSE,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.39444735,29.40461725,26.75772503,34.7781153,36.27015463,31.9785482,6.007468745,7.95311846,29.5090847,19.269437,7.189311153,3.395424326,9.284563429,12.53218884,17.02991264,29.91296716,34.1778847,25.06556715,25.29190132,19.01248709,19.46029778,
Pacific island small states,PSS,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.79322559,28.65251511,29.82844049,31.45458916,31.66986613,29.1944632,33.24304418,39.03121531,37.76449383,41.98145146,44.05500849,45.37958927,44.53559544,47.32482722,49.36049476,46.3930024,41.95951488,40.06647474,41.32851305,41.62710578,49.42744691,
Post-demographic dividend,PST,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.506529007,7.830056462,7.57768298,7.537915947,7.758847021,7.326863937,7.266787535,7.178528415,6.939451878,6.791438042,6.465357337,6.098006954,6.023767196,5.915251774,6.536766847,6.095476078,5.939498333,6.090224968,6.398591082,6.552567845,6.815654086,
French Polynesia,PYF,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.92907529,59.29865618,61.40744942,59.39519841,37.75412304,38.92709083,37.78130742,37.90735231,36.04522499,35.798916,38.34221936,39.22362128,40.96811999,,
Qatar,QAT,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.663063429,5.053329462,5.848712401,7.541957515,13.14426386,
Romania,ROU,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.327448687,6.950207469,6.062738789,3.686587543,3.158872716,3.309533809,3.204834022,2.547283958,2.625106661,2.315026697,5.48922878,5.533356319,4.802788406,4.665139565,3.709118808,3.035670589,2.969992225,2.976865644,2.688800482,2.706936851,2.874471132,
Russian Federation,RUS,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.637229793,6.89742446,7.16221446,7.545749585,4.610417264,3.102597161,4.324947212,4.50397981,3.986155922,3.615996327,2.902895487,2.91716748,3.182966309,3.022539902,3.606636211,2.996379765,2.957721584,3.030991635,3.412066397,3.457644583,3.369837576,
Rwanda,RWA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.365715288,7.196388213,13.15526757,17.7813818,18.70947041,21.13389211,18.21217715,25.33243255,21.50691806,21.91723471,27.38216985,39.87935558,41.6712222,32.36083509,37.96990224,35.98734315,32.64950309,33.16578143,27.33430688,24.51575482,28.9891715,
South Asia,SAS,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.821647898,6.783572596,6.529303801,6.585189583,6.107325277,6.013339351,5.490286731,5.136905098,5.688781109,5.777060474,5.286623913,5.081084722,5.10417446,4.47751512,4.754769632,4.563232709,4.359595075,4.564584891,4.671994282,4.996945969,5.788919084,
Saudi Arabia,SAU,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.454028744,4.919251267,2.407842153,2.114790813,2.765958597,2.098474041,3.337679525,2.878190516,2.47644881,2.103052292,2.241159506,2.609493041,5.129571924,
Sudan,SDN,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.174743025,1.192250373,0.639284002,0.327064595,0.232099339,0.272613271,0.175100683,5.189114391,0.65925969,0.549467801,2.293161219,3.271233964,4.153508166,2.109531214,2.691949088,0.704078945,1.623409523,15.06253019,12.78170191,16.0583803,19.22644941,
